Nombre ,Fuente,Usuario,Subtema,Tono,Recursos,ENGAGEMENT,URL
2904-4,Ministerio,Ministerio de Salud,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"9,362",https://www.facebook.com/msaludcr/posts/10163598944340137
2904-5,Medio,La República,Política,Informativo,Texto/Imagen,"8,878",https://www.facebook.com/larepublicacr/posts/10156998490077051
2904-6,Medio,Tome pal pinto,Donaciones y Asistencialismo,Informativo,Link,"8,296",https://www.facebook.com/Tomepalpinto/posts/2959719837447893
2904-7,Medio,Crhoy.com,Política,Irónico,Link,"6,480",https://www.facebook.com/crhoy.comnoticias/posts/3973341539374850
2904-8,Medio,La Voz del Pueblo,Política,Denuncia,Video,"6,348",https://www.facebook.com/Lavozdelpueb/posts/252157685980247
2904-9,Medio,Telenoticias,Economía,Informativo,Texto/Imagen,"5,654",https://www.facebook.com/Telenoticias7/posts/3454501384561038
2904-10,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"5,096",https://www.facebook.com/NCRNoticiasCostaRica/posts/3271875006178269
3004-1,Gobierno,Carlos Alvarado Quesada,Salud,Informativo,Texto,"17,786",https://www.facebook.com/carlosalvaradoquesada/posts/882701525561856
3004-2,Organización,UNICEF Costa Rica,Salud,Informativo,Texto/Link,"17,279",https://www.facebook.com/UNICEFCostaRica/posts/10156969916602517
3004-3,Medio,Noticias Repretel Costa Rica,Reconocimiento Internacional,Informativo,Link,"11,809",https://www.facebook.com/noticiasrepretelcostarica/posts/3423362617703465
3004-4,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"10,772",https://www.facebook.com/carlosalvaradoquesada/posts/882515518913790
3004-5,Gobierno,Carlos Alvarado Quesada,Reconocimiento Internacional,Alerta,Texto/Link,"9,081",https://www.facebook.com/carlosalvaradoquesada/posts/882609758904366
3004-6,Medio,Amelia Rueda,Salud,Informativo,Texto,"8,358",https://www.facebook.com/ameliarueda/posts/10158825948677923
3004-7,Medio,La Teja,Salud,Informativo,Link,"6,423",https://www.facebook.com/latejaoficial/posts/2961988157228917
3004-8,Medio,Delfino.cr,Salud,Informativo,Link,"6,384",https://www.facebook.com/Delfinocrc/posts/3409029192441132
3004-9,Medio,Telenoticias,Salud,Informativo,Link,"4,759",https://www.facebook.com/Telenoticias7/posts/3457025707641939
3004-10,Figura Pública,Valentina Alazraki,Salud,Informativo,Texto/Video,"4,704",https://www.facebook.com/valentina.alazraki.mexico/posts/2734944073295343
0105-1,Medio,Telenoticias,Reconocimiento Internacional,Informativo,Link,"4,317",https://www.facebook.com/Telenoticias7/posts/3460344067310103
0105-2,Organización Religiosa,Enlace,Religión,Esperanzador,Link,"2,907",https://www.facebook.com/enlacetv/posts/10156946630916813
0105-3,Medio,La Teja,Discriminación,Informativo,Link,"2,710",https://www.facebook.com/latejaoficial/posts/2965808880180178
0105-4,Página/Comunidad,De Todo El Mundo,Salud,Informativo,Texto/Imagen,"2,447",https://www.facebook.com/roperito09/posts/555714331783295
0105-5,Medio,Teletica,Reconocimiento Internacional,Informativo,Link,"2,158",https://www.facebook.com/teleticacom/posts/1529928550502244
0105-6,Medio,La República,Reconocimiento Internacional,Informativo,Texto/Imagen,"1,842",https://www.facebook.com/larepublicacr/posts/10156995492667051
0105-7,Medio,amprensa.com,Reconocimiento Internacional,Informativo,Link,"1,648",https://www.facebook.com/amprensa/posts/3376400132389755
0105-8,Diputades,Paola Vega,Política,Justificatorio,Texto,"1,611",https://www.facebook.com/paolavegadiputada/posts/2658176871066615
0105-9,Medio,Telenoticias,Salud,Informativo,Link,"1,606",https://www.facebook.com/Telenoticias7/posts/3460447850633058
0105-10,Medio,NC Once,Delitos Sexuales,Informativo,Link,"1,091",https://www.facebook.com/nconce/posts/3463297023684513
0205-1,Medio,Crhoy.com,Salud,Informativo,Link,"11,880",https://www.facebook.com/crhoy.comnoticias/posts/3986129118096092
0205-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"10,409",https://www.facebook.com/msaludcr/posts/10163619483540137
0205-3,Medio,Crhoy.com,Educación,Informativo,Link,"7,612",https://www.facebook.com/crhoy.comnoticias/posts/3985256954849975
0205-4,Medio,Teletica,Salud,Axiológico,Video,"6,051",https://www.facebook.com/teleticacom/posts/1530554653772967
0205-5,Municipalidad,Municipalidad de Cartago,Vida Cotidiana,Emotivo,Texto/Video,"5,192",https://www.facebook.com/munidecartago/posts/2483386078429661
0205-6,Medio,Repretel,Salud,Informativo,Link,"4,675",https://www.facebook.com/noticiasrepretelcostarica/posts/3428169497222777
0205-7,Gobierno,Casa Presidencial Costa Rica,Salud,Axiológico,Video,"4,279",https://www.facebook.com/CasaPresidencial/posts/3730331140326685
0205-8,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,057",https://www.facebook.com/msaludcr/posts/10163619471140137
0205-9,Medio,Repretel,Delitos Sexuales,Informativo,Link,"4,055",https://www.facebook.com/repretelcostarica/posts/3101053989915228
0205-10,Medio,amprensa.com,Migración,Informativo,Link,"3,625",https://www.facebook.com/amprensa/posts/3378962688800166
0305-1,Ministerio,Ministerio de Salud,Salud,Agradecimiento,Video,"82,437",https://www.facebook.com/msaludcr/posts/10163627645640137
0305-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"16,790",https://www.facebook.com/msaludcr/posts/10163626425240137
0305-3,Medio,Repretel,Reconocimiento Internacional,Informativo,Link,"10,647",https://www.facebook.com/noticiasrepretelcostarica/posts/3431875316852195
0305-4,Medio,Repretel,Reconocimiento Internacional,Informativo,Link,"10,469",https://www.facebook.com/noticiasrepretelcostarica/posts/3431172730255787
0305-5,Medio,Telenoticias,Reconocimiento Internacional,Informativo,Link,"7,958",https://www.facebook.com/Telenoticias7/posts/3463873030290540
0305-6,Figura Pública,Valentina Alazraki,Salud,Informativo,Texto/Video,"5,386",https://www.facebook.com/valentina.alazraki.mexico/posts/2741920925930991
0305-7,Medio,Crhoy.com,Turismo,Emotivo,Link,"5,192",https://www.facebook.com/crhoy.comnoticias/posts/3989016527807351
0305-8,Gobierno,Casa Presidencial Costa Rica,Salud,Agradecimiento,Video,"4,082",https://www.facebook.com/CasaPresidencial/posts/3733072176719248
0305-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"3,848",https://www.facebook.com/msaludcr/posts/10163626409820137
0305-10,Figura Pública,Lizeth Castro,Salud,Denuncia,Texto/Imagen,"3,646",https://www.facebook.com/LizethCastrotv/posts/3400042850024935
0405-1,Medio,AND Cuba,Misceláneo,Informaivo,Texto/Video,"12,534",https://www.facebook.com/ADNCuba/posts/1504224769741804
0405-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"8,333",https://www.facebook.com/msaludcr/posts/10163632693155137
0405-3,Gobierno,Carlos Alvarado Quesada,Política,Informativo,Texto/Imagen,"7,776",https://www.facebook.com/carlosalvaradoquesada/posts/885574215274587
0405-4,Medio,7 Días,Política,Inquisitivo,Encuesta,"6,994",https://www.facebook.com/7DiasCostaRica/posts/10157263364326408
0405-5,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"6,080",https://www.facebook.com/NCRNoticiasCostaRica/posts/3283750088324094
0405-6,Diputades,Dragos Dolanescu - Diputado Alajuela 2018 PRSC,Economía,Denucnia,Texto/Imagen,"5,675",https://www.facebook.com/DDolanescuCR/posts/2614132552193482
0405-7,Gobierno,Carlos Alvarado Quesada,Política,Esperanzador,Video,"5,549",https://www.facebook.com/carlosalvaradoquesada/posts/596338047639165
0405-8,Medio,Amelia Rueda,Economía,Informativo,Link,"5,312",https://www.facebook.com/ameliarueda/posts/10158841561652923
0405-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,898",https://www.facebook.com/msaludcr/posts/10163632667160137
0405-10,Medio,Telenoticias,Economía,Informativo,Link,"4,561",https://www.facebook.com/Telenoticias7/posts/3467450263266150
0505-1,Ministerio,Ministerio de Salud,Salud,Alerta,Texto/Imagen,"51,208",https://www.facebook.com/msaludcr/posts/10163641347245137
0505-2,Medio,Crhoy.com,Salud,Informativo,Link,"8,495",https://www.facebook.com/crhoy.comnoticias/posts/3997386930303644
0505-3,Medio,Crhoy.com,Política,Informativo,Link,"7,278",https://www.facebook.com/crhoy.comnoticias/posts/3999011033474567
0505-4,Medio,La República,Turismo,Informativo,Link,"7,076",https://www.facebook.com/larepublicacr/posts/10157019859552051
0505-5,Medio,NCR - Noticias Costa Rica,Migración,Informativo,Link,"6,990",https://www.facebook.com/NCRNoticiasCostaRica/posts/3286404691391967
0505-6,Medio,Repretel,Política,Informativo,Link,"6,915",https://www.facebook.com/noticiasrepretelcostarica/posts/3437244149648645
0505-7,Medio,Tome Pal Pinto,Migración,Informativo,Link,"6,498",https://www.facebook.com/Tomepalpinto/posts/2972943702792173
0505-8,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto,"6,474",https://www.facebook.com/carlosalvaradoquesada/posts/886364205195588
0505-9,Medio,NC Once,Migración,Informativo,Link,"6,453",https://www.facebook.com/nconce/posts/3471737152840500
0505-10,Gobierno,Carlos Alvarado Quesada,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"5,991",https://www.facebook.com/carlosalvaradoquesada/posts/886400571858618
0605-1,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"50,227",https://www.facebook.com/msaludcr/posts/10163647054310137
0605-2,Gobierno,Carlos Alvarado Quesada,Salud,Orgullo,Texto/Video,"18,612",https://www.facebook.com/carlosalvaradoquesada/posts/2584147295184933
0605-3,Medio,Telenoticias,Salud,Informativo,Link,"15,589",https://www.facebook.com/Telenoticias7/posts/3472766056067904
0605-4,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"11,839",https://www.facebook.com/msaludcr/posts/10163646118405137
0605-5,Medio,Amelia Rueda,Religión,Informativo,Link,"10,111",https://www.facebook.com/ameliarueda/posts/10158849568947923
0605-6,Medio,amprensa.com,Religión,Informativo,Link,"9,694",https://www.facebook.com/amprensa/posts/3388862101143558
0605-7,Medio,Repretel,Misceláneo,Informativo,Link,"8,558",https://www.facebook.com/noticiasrepretelcostarica/posts/3437968826242844
0605-8,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"8,490",https://www.facebook.com/msaludcr/posts/10163647054330137
0605-9,Gobierno,Carlos Alvarado Quesada,Salud,Alerta,Texto,"7,784",https://www.facebook.com/carlosalvaradoquesada/posts/887098391788836
0605-10,Medio,Telenoticias,Religión,Informativo,Link,"6,883",https://www.facebook.com/Telenoticias7/posts/3473113352699841
0705-1,Medio,La República,Reconocimiento Internacional,Informativo,Link,"7,796",https://www.facebook.com/larepublicacr/posts/10157026033912051
0705-2,Gobierno,Carlos Alvarado Quesada,Economía,Informativo,Texto/Imagen,"7,029",https://www.facebook.com/carlosalvaradoquesada/posts/888022185029790
0705-3,Municipalidad,Municipalidad de San José,Situación de Calle,Informativo,Texto/Imagen,"5,489",https://www.facebook.com/MunicipalidadSJ/posts/2975804235840833
0705-4,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"5,069",https://www.facebook.com/msaludcr/posts/10163654661785137
0705-5,Medio,Amelia Rueda,Migración,Informativo,Link,"5,030",https://www.facebook.com/ameliarueda/posts/10158853965882923
0705-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,646",https://www.facebook.com/msaludcr/posts/10163652941215137
0705-7,Medio,La Teja,Misceláneo,Informativo,Link,"4,293",https://www.facebook.com/latejaoficial/posts/2978902578870808
0705-8,Figura Pública,Chef Sofia,Donaciones y Asistencialismo,Emotivo,Texto/Imagen,"4,151",https://www.facebook.com/chefsophia/posts/2916831091685749
0705-9,Medio,Crhoy.com,Salud,Informativo,Link,"3,832",https://www.facebook.com/crhoy.comnoticias/posts/4003685689673768
0705-10,Diputades, Erick Rodríguez Steller,Economía,Denuncia,Video,"3,791",https://www.facebook.com/ErickRodriguezDiputado/posts/742803082924303
0805-1,Ministerio,Ministerio de Salud,,Informativo,Texto/Link,"19,169",https://www.facebook.com/msaludcr/posts/10163660042215137
0805-2,Medio,NCR - Noticias Costa Rica,Donaciones y Asistencialismo,Informativo,Link,"7,927",https://www.facebook.com/NCRNoticiasCostaRica/posts/3293596337339469
0805-3,Medio,Telenoticias,Economía,Informativo,Link,"7,838",https://www.facebook.com/Telenoticias7/posts/3478590628818780
0805-4,Gobierno,Carlos Alvarado Quesada,Salud,Orgullo,Texto,"6,752",https://www.facebook.com/carlosalvaradoquesada/posts/888659171632758
0805-5,Medio,Crhoy.com,Donaciones y Asistencialismo,Informativo,Link,"6,717",https://www.facebook.com/crhoy.comnoticias/posts/4009808919061445
0805-6,Medio,Telenoticias,Transportistas,Informativo,Link,"6,296",https://www.facebook.com/Telenoticias7/posts/3478103605534149
0805-7,Gobierno,Carlos Alvarado Quesada,Salud,Orgullo,Texto/Imagen,"5,872",https://www.facebook.com/carlosalvaradoquesada/posts/888772811621394
0805-8,Medio,NCR - Noticias Costa Rica,Transportistas,Informativo,Texto/Imagen,"5,106",https://www.facebook.com/NCRNoticiasCostaRica/posts/3293814043984365
0805-9,Medio,Crhoy.com,Turismo,Informativo,Link,"4,900",https://www.facebook.com/crhoy.comnoticias/posts/4006361106072893
0805-10,Polítiques,Laura Chinchilla,Gobierno,Motivacional,Texto/Imagen,"4,647",https://www.facebook.com/Laura.Chinchilla.M/posts/10157119643791884
0905-1,Organización Religiosa,Basílica Nuestra Señora de los Ángeles Oficial,Religión,Esperanzador,Texto/Imagen,"9,423",https://www.facebook.com/406218622907300/posts/1344072315788588
0905-2,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"6,989",https://www.facebook.com/NCRNoticiasCostaRica/posts/3296973390335097
0905-3,Figura Pública,Fatiniza,Entretenimiento,Esperanzador,Texto/Link,"6,856",https://www.facebook.com/fatiniza.fans/posts/10157962802006357
0905-4,Medio,La Nación,Migración,Informativo,Link,"6,687",https://www.facebook.com/lanacioncr/posts/10163719564740051
0905-5,Medio,Crhoy.com,Vuelos,Informativo,Link,"5,904",https://www.facebook.com/crhoy.comnoticias/posts/4012692312106439
0905-6,Medio,Crhoy.com,Aglomeraciones,Denuncia,Texto/Link,"5,169",https://www.facebook.com/crhoy.comnoticias/posts/4013604868681850
0905-7,Medio,NCR - Noticias Costa Rica,Entretenimiento,Informativo,Link,"5,027",https://www.facebook.com/NCRNoticiasCostaRica/posts/3296809673684802
0905-8,Medio,Crhoy.com,Personal,Informativo,Link,"4,393",https://www.facebook.com/crhoy.comnoticias/posts/4011657482209922
0905-9,Medio,La Nación,Religión,Informativo,Texto/Imagen,"3,905",https://www.facebook.com/lanacioncr/posts/10163719531525051
0905-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"3,857",https://www.facebook.com/msaludcr/posts/10163667761220137
1005-1,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"26,059",https://www.facebook.com/NCRNoticiasCostaRica/posts/3298843016814801
1005-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"14,878",https://www.facebook.com/msaludcr/posts/10163675637110137
1005-3,Medio,Telenoticias,Transportistas,Informativo,Link,"7,243",https://www.facebook.com/Telenoticias7/posts/3483846724959837
1005-4,Gobierno,Carlos Alvarado Quesada,Economía,Axiológico,Texto,"7,194",https://www.facebook.com/carlosalvaradoquesada/posts/890137018151640
1005-5,Figura Pública,Lizeth Castro,Salud,Condolencia,Texto/Imagen,"6,113",https://www.facebook.com/LizethCastrotv/posts/3419553008073919
1005-6,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"5,731",https://www.facebook.com/msaludcr/posts/10163673269340137
1005-7,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"5,167",https://www.facebook.com/Telenoticias7/posts/3484246264919883
1005-8,Medio,Tome Pal Pinto,Salud,Informativo,Link,"4,471",https://www.facebook.com/Tomepalpinto/posts/2984983734921503
1005-9,Medio,Repretel,Religión,Informativo,Link,"4,403",https://www.facebook.com/noticiasrepretelcostarica/posts/3449576755082051
1005-10,Medio,La Voz del Pueblo,Salud,Denuncia,Texto/Imagen,"4,174",https://www.facebook.com/Lavozdelpueb/posts/593424167939994
1105-1,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Link,"11,616",https://www.facebook.com/msaludcr/posts/10163681286430137
1105-2,Medio,Crhoy.com,Educación,Informativo,Link,"10,966",https://www.facebook.com/crhoy.comnoticias/posts/4020517764657227
1105-3,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Imagen,"8,418",https://www.facebook.com/msaludcr/posts/10163680429970137
1105-4,Medio,NCR - Noticias Costa Rica,Transportistas,Informativo,Texto/Imagen,"7,641",https://www.facebook.com/NCRNoticiasCostaRica/posts/3301207223245047
1105-5,Ministerio,Ministerio de Salud,Medidas y Restricciones,Informativo,Video,"7,324",https://www.facebook.com/msaludcr/posts/2363830987248401
1105-6,Figura Pública,María Elisa Camargo,Donaciones y Asistencialismo,Informativo,Texto/Imagen,"6,807",https://www.facebook.com/mariaelisacamargo/posts/2926480114068083
1105-7,Medio,Multimedios CR,Salud,Emotivo,Video,"6,107",https://www.facebook.com/MultimediosCR/posts/178696686699003
1105-8,Medio,Telenoticias,Economía,Informativo,Link,"6,050",https://www.facebook.com/Telenoticias7/posts/3486191004725409
1105-9,Medio,Crhoy.com,Migración,Informativo,Link,"5,040",https://www.facebook.com/crhoy.comnoticias/posts/4020826824626321
1105-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,939",https://www.facebook.com/msaludcr/posts/10163679895180137
1205-1,Medio,Crhoy.com,Salud,Alerta,Imagen,"9,654",https://www.facebook.com/crhoy.comnoticias/posts/4024265814282422
1205-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"9,370",https://www.facebook.com/msaludcr/posts/10163686614490137
1205-3,Medio,Amelia Rueda,Salud,Emotivo,Link,"7,048",https://www.facebook.com/ameliarueda/posts/10158872599927923
1205-4,Medio,Telenoticias,Salud,Informativo,Link,"6,330",https://www.facebook.com/Telenoticias7/posts/3488976387780204
1205-5,Gobierno,Carlos Alvarado Quesada,Salud,Agradecimiento,Texto,"6,270",https://www.facebook.com/carlosalvaradoquesada/posts/891483958016946
1205-6,Municipalidad,Municipaldiad de San José,Donaciones y Asistencialismo,Informativo,Link,"5,531",https://www.facebook.com/MunicipalidadSJ/posts/2987257984695458
1205-7,Medio,Amelia Rueda,Política,Informativo,Link,"4,932",https://www.facebook.com/ameliarueda/posts/10158871889407923
1205-8,Medio,Repretel,Transportistas,Informativo,Link,"4,811",https://www.facebook.com/noticiasrepretelcostarica/posts/3453694688003591
1205-9,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"4,697",https://www.facebook.com/msaludcr/posts/10163685614970137
1205-10,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"4,325",https://www.facebook.com/msaludcr/posts/10163685643790137
1305-1,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"14,154",https://www.facebook.com/msaludcr/posts/10163692682640137
1305-2,Medio,Crhoy.com,Salud,Informativo,Link,"10,414",https://www.facebook.com/crhoy.comnoticias/posts/4028077460567924
1305-3,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Link,"9,372",https://www.facebook.com/msaludcr/posts/10163691702580137
1305-4,Medio,Telenoticias,Religión,Informativo,Texto/Imagen,"8,717",https://www.facebook.com/Telenoticias7/posts/3490948010916375
1305-5,Medio,Telenoticias,Privados de Libertad,Informativo,Link,"6,920",https://www.facebook.com/Telenoticias7/posts/3492692760741900
1305-6,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"6,337",https://www.facebook.com/msaludcr/posts/10163691527575137
1305-7,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"6,295",https://www.facebook.com/msaludcr/posts/10163691863975137
1305-8,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"5,123",https://www.facebook.com/Telenoticias7/posts/3492105667467276
1305-9,Medio,Telenoticias,Salud,Informativo,Video,"5,064",https://www.facebook.com/Telenoticias7/posts/3491852444159265
1305-10,Medio,Telenoticias,Religión,Informativo,Link,"4,708",https://www.facebook.com/Telenoticias7/posts/3490972394247270
1405-1,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"14,127",https://www.facebook.com/msaludcr/posts/10163697831065137
1405-2,Figura Pública,Lizeth Castro,Salud,Informativo,Link,"7,935",https://www.facebook.com/LizethCastrotv/posts/3429278223768064
1405-3,Gobierno,Carlos Alvarado Quesada,Educación,Orgullo,Texto/Video,"6,710",https://www.facebook.com/carlosalvaradoquesada/posts/893171354514873
1405-4,Medio,Crhoy.com,Educación,Informativo,Link,"5,891",https://www.facebook.com/crhoy.comnoticias/posts/4031968346845502
1405-5,Organización,Preserve Planet,Misceláneo,Denuncia,Texto/Imagen,"5,546",https://www.facebook.com/PreservePlanet/posts/3281429495208789
1405-6,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"3,809",https://www.facebook.com/NCRNoticiasCostaRica/posts/3309002862465483
1405-7,Organización,Unicef,Educación,Informativo,Link,"3,263",https://www.facebook.com/UNICEFCostaRica/posts/10157015022402517
1405-8,Medio,Telenoticias,Salud,Informativo,Texto/Imagen,"3,240",https://www.facebook.com/Telenoticias7/posts/3494532457224597
1405-9,Ministerio,Ministerio de Salud,Salud,Informativo,Imagen,"3,127",https://www.facebook.com/msaludcr/posts/10163697803060137
1405-10,Ministerio,Ministerio de Salud,Salud,Informativo,Video,"2,981",https://www.facebook.com/msaludcr/posts/258435935516839
1505-1,Institución,Caja Costarricense de Seguro Social,Salud,Alerta,Imagen,"21,242",https://www.facebook.com/ccssdecostarica/posts/3263845916972442
1505-2,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"18,553",https://www.facebook.com/msaludcr/posts/10163705836245137
1505-3,Ministerio,Ministerio de Salud,Salud,Informativo,Texto,"15,880",https://www.facebook.com/msaludcr/posts/10163703711630137
1505-4,Ministerio,Ministerio de Salud,Salud,Informativo,Texto/Imagen,"15,224",https://www.facebook.com/msaludcr/posts/10163705131115137
1505-5,Ministerio,Ministerio de Salud,Transportistas,Informativo,Video,"13,902",https://www.facebook.com/msaludcr/posts/10163704072795137
1505-6,Gobierno,Carlos Alvarado Quesada,Salud,Condolencias,Texto,"9,689",https://www.facebook.com/carlosalvaradoquesada/posts/893752407790101
1505-7,Municipalidad,Municipalidad de San José,Religión,Esperanzador,Texto/Video,"9,282",https://www.facebook.com/MunicipalidadSJ/posts/2995006597253930
1505-8,Medio,NCR - Noticias Costa Rica,Salud,Informativo,Link,"7,902",https://www.facebook.com/NCRNoticiasCostaRica/posts/3311611408871295
1505-9,Medio,Repretel,Salud,Informativo,Link,"7,801",https://www.facebook.com/noticiasrepretelcostarica/posts/3463498533689873
1505-10,Figura Pública,Lizeth Castro,Salud,Emotivo,Texto/Link,"7,685",https://www.facebook.com/LizethCastrotv/posts/3432727753423111
1605-1,Ministerio,Ministerio de Salud,Transportistas,Informativo,Video,"14,782",https://www.facebook.com/msaludcr/posts/10163711087390137
1605-2,Ministerio,Ministerio de Salud,Salud,Informativo,Link,"13,316",https://www.facebook.com/msaludcr/posts/10163709982410137
1605-3,Medio,Crhoy.com,Aglomeraciones,Informativo,Link,"9,157",https://www.facebook.com/crhoy.comnoticias/posts/4042255432483460
1605-4,Medio,Telenoticias,Donaciones y Asistencialismo,Informativo,Link,"9,047",https://www.facebook.com/Telenoticias7/posts/3501877979823378
1605-5,Diputades,Franggi Nicolás Diputada,Política,Esperanzador,Texto/Imagen,"7,932",https://www.facebook.com/FranggiDiputada/posts/575422739642069
1605-6,Medio,Teletica,Donaciones y Asistencialismo,Informativo,Link,"7,544",https://www.facebook.com/teleticacom/posts/1543251142503318
1605-7,Gobierno,Carlos Alvarado Quesada,Economía,Agradecimiento,Texto,"5,191",https://www.facebook.com/carlosalvaradoquesada/posts/894361651062510
1605-8,Medio,NCR - Noticias Costa Rica,Salud,Emotivo,Link,"4,538",https://www.facebook.com/NCRNoticiasCostaRica/posts/3314554368576999
1605-9,Medio,Telenoticias,Donaciones y Asistencialismo,Informativo,Link,"4,413",https://www.facebook.com/Telenoticias7/posts/3499734193371090
1605-10,Gobierno,Casa Presidencial Costa Rica,Donaciones y Asistencialismo,Emotivo,Video,"4,048",https://www.facebook.com/CasaPresidencial/posts/2360234084270209
1705-1,Ministerio,Ministerio de Salud,Salud,Infomativo,Video,"35,561",https://www.facebook.com/msaludcr/posts/10163715650830137
1705-2,Página/Comunidad,Acción Filosófica,Vida Cotidiana,Humorístico,Meme,"12,866",https://www.facebook.com/accionfilosoficacr/posts/2926503734098077
1705-3,Ministerio,MOPT,Medidas y Restricciones,Irómico,Texto/Imagen,"9,752",https://www.facebook.com/MOPTcostarica/posts/3531905516823670
1705-4,Ministerio,Ministerio de Salud,Salud,Infomativo,Imagen,"9,112",https://www.facebook.com/msaludcr/posts/10163716816915137
1705-5,Medio,Crhoy.com,Salud,Infomativo,Link,"8,679",https://www.facebook.com/crhoy.comnoticias/posts/4049340851774918
1705-6,Medio,Crhoy.com,Aglomeraciones,Deuncias,Link,"7,805",https://www.facebook.com/crhoy.comnoticias/posts/4048575378518132
1705-7,Figura Pública,Valentina Alazraki,Misceláneo,Infomativo,Texto/Video,"7,277",https://www.facebook.com/valentina.alazraki.mexico/posts/2776053159184434
1705-8,Medio,Repretel,Salud,Infomativo,Link,"5,309",https://www.facebook.com/noticiasrepretelcostarica/posts/3469972569709136
1705-9,Medio,Orosí Costa Rica,Aglomeraciones,Deuncias,Imagen,"4,438",https://www.facebook.com/OrosiCostaRica/posts/2947336935350364
1705-10,Medio,Nicargua Actual,Salud,Infomativo,Texto/Video,"3,883",https://www.facebook.com/nicaraguaactual/posts/3279585335419667
1805-1,Ministerio,Ministerio de Salud,Salud,Infomativo,Video,"23,267",https://www.facebook.com/msaludcr/posts/10163720410020137
1805-2,Polítiques,Rogelio Rivas,Economía,Denuncia,Texto,"12,928",https://www.facebook.com/rogeliorivasss/posts/2708543299379565
1805-3,Ministerio,Ministerio de Salud,Salud,Infomativo,Video,"12,249",https://www.facebook.com/msaludcr/posts/10163722747245137
1805-4,Organización,OPS/OMS Costa Rica,Reconocimiento Internacional,Infomativo,Texto/Link,"11,488",https://www.facebook.com/ops.oms.costarica/posts/2634912323464766
1805-5,Medio,Telenoticias,Transportistas,Infomativo,Link,"11,044",https://www.facebook.com/Telenoticias7/posts/3508292989181877
1805-6,Medio,Crhoy.com,Política,Infomativo,Link,"9,427",https://www.facebook.com/crhoy.comnoticias/posts/4054081444634192
1805-7,Medio,Telenoticias,Salud,Infomativo,Link,"8,832",https://www.facebook.com/Telenoticias7/posts/3508544445823398
1805-8,Medio,La Nación,Aglomeraciones,Infomativo,Imagen,"8,317",https://www.facebook.com/lanacioncr/posts/10163776107725051
1805-9,Figura Pública,Bryan Ruíz,Vuelos,Agradecimiento,Texto/Imagen,"7,156",https://www.facebook.com/bryanruizcr/posts/2908645712506392
1805-10,Medio,NCR - Noticias Costa Rica,Salud,Infomativo,Link,"6,778",https://www.facebook.com/NCRNoticiasCostaRica/posts/3320977837934652
1905-1,Ministerio,Ministerio de Salud,Misceláneo,Emotivo,Video,"18,672",https://www.facebook.com/msaludcr/posts/10163729151280137
1905-2,Polítiques,Rogelio Rivas,Donaciones y Asistencialismo,Orgullo,Texto/Imagen,"15,344",https://www.facebook.com/rogeliorivasss/posts/2709100232657205
1905-3,Ministerio,Ministerio de Salud,Transportistas,Infomativo,Texto/Link,"14,912",https://www.facebook.com/msaludcr/posts/10163727452010137
1905-4,Gobierno,Carlos Alvarado Quesada,Deporte,Orgullo,Texto,"11,585",https://www.facebook.com/carlosalvaradoquesada/posts/896753400823335
